022002000100002000000002010000000002;122112221121212211121122211221112212
100001001000000000100110001022000000;122121211212211221122112121122212211
020000000010200000201200000000101200;221121112212212121221211112122121212
101200000000000202010010000002020000;121212212121121212212211112122221121
012000200102000000102002000002000000;212121212112121221122112211212121221
200102010000001000000200000020002000;212112211221121122212211121221122112
021002000010002000202002000000020000;121212211212122121212112211221122121
210020200000020000100200000200010000;212121221211121122112212221211112122
002001000100000020220000000020102100;212211121122112122221211211221122112
010001100100100020000000002020102000;211221122112121221211212212121122112
022000000002000010000012000000020000;122121112122221211211212112122221211
100101000100000000001101000000000011;122121112122211212221121112212221211
010001000000000200020001001000201020;212121122112211212122121121212211221
002202000000100020000100100001002010;112212221121121221212112121221212112
010200000010002000000102000001020200;211221122112212211121122212121121212
000000002000002202000010022000000001;211212122121112212211212122121221121
000000020102000110000000200220200000;121221122112212112121221211221212112
011001000000001020020001000200202000;211221122112211221122121121212212112
001100000001100001001000020000001001;121122212211122121211212122112211221
200200000001020000000200010002010010;221211212121121122221211112122112212
220000000000020100100100000002020010;221121112212221121112122112212221211
200002000002001010000200000000010000;212112121122221211112212122121211221
000002001100220000000200000000202002;112212221121221121112212121221212112
200000001100001000100001020000001010;212211121122211212122121122121211212
002020000020000000100000110000010000;122121221121211212122121112212211212
000002100100000002000001002200001011;112122122121211212221121112212221211
200020010010200000002001100010020001;221121112212211212122121112212221121
110000010002002000200000000220000100;112212211212122121212112121221221121
000020022000101000000002010210002000;211221122112121221212112211212122121
200100020000020202100000000000010100;212121221211121212112122221211112122
110000200200000000000010000200002200;112122221211121122212112121221212211
010021000020001001200000000100010000;212121121122221211212211121122112212
022010020200200002000200200102000000;122112121221212112121221212112211221
010201000000020021020020000000200000;212211112212221121121122112212221121
001000000000200000000010100001220010;211212112122221121112212122121221211
200000000001102001000100000001202000;211212121221122121212112121221212112
010020100001001000100000000000002001;112122121221211212122112221121212211
001010100200010000220020000001020000;221211112212112122221121212211121122
020200202200000000000020100100000001;121212212211121122211221122112212121
011001000120020100000002002000200000;211221122121122112211212122121211212
220000100100000000000020000100001100;221211112122212211121221212112121122
000220200000020022000000000000010220;121221212112121122212211122112211221
200020002000010010010000200200000100;211221122121211212112122221211122112
001001001101200000000001000000000200;121221221121212112121221212112112212
100100000010000000200000000020110100;122112221211112122221211211221112122
100000020200000000022020100200001002;112122221211212112122121121221211212
020002000020000000010001002020000022;121212212121121212212211212121121122
002000000000000100000110000002022000;112212211221221121122112211212122121
020002000000000100010002002000102010;121212211221122121211212212121122112
100000002010000002002000000001100101;121212212211121122212112211221122121
120010100000010000200100000100020000;121212112122212211221121112122221211
010001010010200000000200020000000011;212121112212221121112212121122221211
200002001000000000110200102000000002;212112121221221121112212122121211212
002001020000200101200000000000000011;122121121212212121211212121122212211
020000200000000001010200000011200000;121122211212122121112212221211212121
000001002200110000000100000000101001;221121112212112212221121212112121221
010000100000000002020100000022100000;212211122121211212221121112122121212
200001000000000101000011000000202000;211221121212122121212211121122212112
100001000020000000110100000100000000;121221112122221211112122212112221211
000020010100012000100010000000011001;121221212112212121121212122112211221
020012000010002002100000000200020000;121212212211112122121122212211221121
020020000120002000100001120200000000;121221212121212112121221121212212112
002011000000022000000020010021001000;212211121122122112211221212121121212
